name,console,genre,region,publisher,views,download,released,rate,site,link
Etrian Odyssey,Nintendo DS,adventure,EU,Atlus,"1,105",509,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/nintendo-ds/etrian-odyssey.html
Nanostray,Nintendo DS,action,EU,Majesco,"1,034",505,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/nintendo-ds/nanostray.html
Cooking Guide: Can’t Decide What To Eat?,Nintendo DS,other,EU,Nintendo,964,505,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/nintendo-ds/cooking-guide-cant-decide-what-to-eat.html
PokeJoke DS – A Parody of Pokemon,Nintendo DS,role-playing,WW,Nintendo,"1,771",501,Unknown,4/5 (4 votes),ROMSFUN.com,https://romsfun.com/roms/nintendo-ds/pokejoke-ds-a-parody-of-pokemon.html
Monster Tale,Nintendo DS,adventure,US,Majesco,"1,289",500,15th Mar 2011 (USA),5/5 (2 votes),ROMSFUN.com,https://romsfun.com/roms/nintendo-ds/monster-tale.html
Trace Memory,Nintendo DS,adventure,US,Nintendo,"1,320",499,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/nintendo-ds/trace-memory.html
Magical Starsign,Nintendo DS,adventure,EU,Nintendo,"1,147",497,None,4/5 (2 votes),ROMSFUN.com,https://romsfun.com/roms/nintendo-ds/magical-starsign.html
Rondo of Swords,Nintendo DS,role-playing,US,Atlus,"1,330",496,15th Apr 2008 (USA),5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/nintendo-ds/rondo-of-swords.html
Freshly Picked Tingle’s Rosy Rupeeland,Nintendo DS,role-playing,EU,Nintendo,"1,073",495,None,3/5 (2 votes),ROMSFUN.com,https://romsfun.com/roms/nintendo-ds/freshly-picked-tingles-rosy-rupeeland.html
Legend of the Guardians: The Owls of Ga’Hoole,Nintendo DS,"action,adventure",EU,Warner Bros,"1,006",495,None,4.5/5 (4 votes),ROMSFUN.com,https://romsfun.com/roms/nintendo-ds/legend-of-the-guardians-the-owls-of-gahoole-2.html
Tamagotchi Connection: Corner Shop 2,Nintendo DS,other,EU,Namco,"1,214",490,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/nintendo-ds/tamagotchi-connection-corner-shop-2.html
Ice Age: Dawn of the Dinosaurs,Nintendo DS,other,US,Activision,"1,131",488,30th Jun 2009 (USA),5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/nintendo-ds/ice-age-dawn-of-the-dinosaurs.html
Dead ‘N’ Furious,Nintendo DS,action,EU,Virgin Play,"1,303",487,None,4.5/5 (2 votes),ROMSFUN.com,https://romsfun.com/roms/nintendo-ds/dead-n-furious.html
N+,Nintendo DS,platformer,US,Atari,"1,316",487,26th Aug 2008 (USA),4/5 (2 votes),ROMSFUN.com,https://romsfun.com/roms/nintendo-ds/n.html
Unsolved Crimes,Nintendo DS,puzzle,EU,Empire Interactive,"1,016",484,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/nintendo-ds/unsolved-crimes.html
The Smurfs,Nintendo DS,other,US,Ubisoft,890,480,19th Jul 2011 (USA),3/5 (2 votes),ROMSFUN.com,https://romsfun.com/roms/nintendo-ds/the-smurfs-2.html
 Front Mission,Nintendo DS,other,JP,Squaresoft,"1,129",479,22nd Mar 2007 (JPN),5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/nintendo-ds/front-mission.html
Bust A Move DS,Nintendo DS,puzzle,EU,Majesco,925,479,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/nintendo-ds/bust-a-move-ds.html
Paint by DS,Nintendo DS,other,EU,Atari,"1,176",476,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/nintendo-ds/paint-by-ds.html
Miami Crisis,Nintendo DS,action,EU,Hudson,"1,218",475,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/nintendo-ds/miami-crisis.html
Pac N Roll,Nintendo DS,adventure,EU,Namco,916,472,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/nintendo-ds/pac-n-roll.html
Teenage Zombies: Invasion of the Alien Brain Thingys!,Nintendo DS,adventure,EU,Ignition Entertainment,"1,202",465,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/nintendo-ds/teenage-zombies-invasion-of-the-alien-brain-thingys.html
MapleStory DS,Nintendo DS,role-playing,JP,Nexon,"1,474",465,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/nintendo-ds/maplestory-ds.html
Populous DS,Nintendo DS,simulator,EU,Rising Star Games,"1,583",462,None,3/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/nintendo-ds/populous-ds.html
Ivy the Kiwi?,Nintendo DS,"action,adventure",EU,XSEED Games,893,461,None,4/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/nintendo-ds/ivy-the-kiwi.html
Hell’s Kitchen,Nintendo DS,simulator,US,Ubisoft,"1,070",455,9th Sep 2008 (USA),4/5 (2 votes),ROMSFUN.com,https://romsfun.com/roms/nintendo-ds/hells-kitchen.html
100 Classic Book Collection,Nintendo DS,other,EU,Nintendo,"1,405",449,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/nintendo-ds/100-classic-book-collection.html
Ducati Moto,Nintendo DS,other,US,Vir2L Studios,767,445,1st Jul 2008 (USA),5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/nintendo-ds/ducati-moto.html
Geometry Wars Galaxies,Nintendo DS,"action,arcade",EU,Sierra,960,445,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/nintendo-ds/geometry-wars-galaxies-2.html
Zoo Keeper,Nintendo DS,puzzle,EU,Ignition Entertainment,922,444,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/nintendo-ds/zoo-keeper.html
Dragon’s Lair,Nintendo DS,other,US,Conspiracy,"1,107",443,21st Nov 2009 (USA),5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/nintendo-ds/dragons-lair.html
Shaun the Sheep,Nintendo DS,other,US,D3 Publisher,"1,014",439,23rd Sep 2008 (USA),5/5 (2 votes),ROMSFUN.com,https://romsfun.com/roms/nintendo-ds/shaun-the-sheep.html
Xenosaga I &amp; II,Nintendo DS,other,JP,Namco,"1,521",436,30th Mar 2006 (JPN),5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/nintendo-ds/xenosaga-i-ii.html
Eragon,Nintendo DS,other,EU,Vivendi,"1,016",431,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/nintendo-ds/eragon-3.html
Star Trek: Tactical Assault,Nintendo DS,strategy,EU,Ubisoft,975,424,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/nintendo-ds/star-trek-tactical-assault.html
Littlest Pet Shop: Winter,Nintendo DS,simulator,EU,Electronic Arts,898,424,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/nintendo-ds/littlest-pet-shop-winter.html
KORG DS-10 ,Nintendo DS,other,JP,AQ Interactive,892,424,24th Jul 2008 (JPN),3/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/nintendo-ds/korg-ds-10.html
Meteos,Nintendo DS,puzzle,EU,Nintendo,897,416,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/nintendo-ds/meteos.html
Despicable Me: The Game – Minion Mayhem,Nintendo DS,other,EU,D3Publisher,"1,025",412,None,3/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/nintendo-ds/despicable-me-the-game-minion-mayhem.html
Dawn of Heroes,Nintendo DS,other,US,Majesco Entertainment,"1,287",405,13th Sep 2010 (USA),5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/nintendo-ds/dawn-of-heroes.html
Magician’s Quest Mysterious Times,Nintendo DS,"adventure,role-playing",JP,Konami,"1,009",400,None,4/5 (3 votes),ROMSFUN.com,https://romsfun.com/roms/nintendo-ds/magicians-quest-mysterious-times.html
Speed Racer,Nintendo DS,other,US,Activision,927,400,6th May 2008 (USA),5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/nintendo-ds/speed-racer.html
Puyo Pop Fever,Nintendo DS,puzzle,EU,Ignition Entertainment,"1,016",400,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/nintendo-ds/puyo-pop-fever-3.html
Over the Hedge,Nintendo DS,other,US,Activision,"1,183",395,5th May 2006 (USA),3.3/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/nintendo-ds/over-the-hedge-4.html
Crime Lab: Body of Evidence,Nintendo DS,adventure,EU,City Interactive,971,393,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/nintendo-ds/crime-lab-body-of-evidence.html
Mystery Case Files: MillionHeir,Nintendo DS,"adventure,puzzle",EU,Nintendo,884,390,None,4/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/nintendo-ds/mystery-case-files-millionheir.html
