name,console,genre,region,publisher,views,download,released,rate,site,link
Tales of the Abyss,Nintendo 3DS,role-playing,None,Namco Bandai Games,816,"1,836",None,3.7/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/3ds/tales-of-the-abyss-3.html
World Soccer Winning Eleven 2014: Aoki Samurai no Chousen,Nintendo 3DS,"N,o,n,e",World,None,"8,609","1,829",None,3.5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/3ds/world-soccer-winning-eleven-2014-aoki-samurai-no-chousen-2.html
The Peanuts Movie: Snoopy’s Grand Adventure,Nintendo 3DS,other,WW,Activision,"2,437","1,832","November 3, 2015",5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/3ds/the-peanuts-movie-snoopys-grand-adventure.html
My Hero Academia: Battle for All,Nintendo 3DS,"action,fighting",Japan,BANDAI NAMCO Entertainment,"1,021","1,818",None,4/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/3ds/my-hero-academia-battle-for-all.html
Nintendogs + Cats: French Bulldog &amp; New Friends,Nintendo 3DS,life-simulation,None,Nintendo,808,"1,788",None,3.7/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/3ds/nintendogs-cats-french-bulldog-new-friends.html
Green Lantern: Rise of the Manhunters,Nintendo 3DS,"action,adventure",WW,Warner Bros. Interactive Entertainment,"2,725","1,782"," June 7, 2011",3/5 (7 votes),ROMSFUN.com,https://romsfun.com/roms/3ds/green-lantern-rise-of-the-manhunters.html
Doctor Lautrec and the Forgotten Knights,Nintendo 3DS,action,EU,Konami,"3,205","1,775",None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/3ds/doctor-lautrec-and-the-forgotten-knights.html
Arcade Classics 3D,Nintendo 3DS,"action,arcade",EU,Enjoy Gaming,"3,257","1,765","Oct 31, 2013",4.3/5 (3 votes),ROMSFUN.com,https://romsfun.com/roms/3ds/arcade-classics-3d.html
Generator Rex: Agent of Providence,Nintendo 3DS,"action,adventure",EU,Activision,"2,378","1,759",None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/3ds/generator-rex-agent-of-providence.html
Inazuma Eleven 1-2-3!! Endou Mamoru Densetsu,Nintendo 3DS,role-playing,Japan,None,"1,023","1,751",None,4/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/3ds/inazuma-eleven-1-2-3-endou-mamoru-densetsu.html
PES 2011: Pro Evolution Soccer 3D,Nintendo 3DS,sports,Japan,Konami,713,"1,748",None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/3ds/pes-2011-pro-evolution-soccer-3d.html
Battleship,Nintendo 3DS,strategy,EU,Activision Publishing,"2,591","1,747","May 15, 2012",5/5 (2 votes),ROMSFUN.com,https://romsfun.com/roms/3ds/battleship-5.html
Castlevania: Lords of Shadow: Mirror of Fate,Nintendo 3DS,"action,adventure",Japan,Konami,935,"1,744",None,3.7/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/3ds/castlevania-lords-of-shadow-mirror-of-fate-2.html
Dragon Quest Monsters: Joker 3,Nintendo 3DS,role-playing,None,Square Enix,981,"1,734",None,3.9/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/3ds/dragon-quest-monsters-joker-3.html
Disney’s Planes,Nintendo 3DS,other,US,Disney Interactive Studios,"4,042","1,727",None,4.5/5 (2 votes),ROMSFUN.com,https://romsfun.com/roms/3ds/disneys-planes.html
FIFA Soccer 12,Nintendo 3DS,sport,WW,Electronic Arts Inc.,"2,859","1,720","Sep 27, 2011",4.4/5 (7 votes),ROMSFUN.com,https://romsfun.com/roms/3ds/fifa-soccer-12.html
"Freakyforms Deluxe: Your Creations, Alive!",Nintendo 3DS,platformer,EU,Nintendo,"2,132","1,711",None,4/5 (4 votes),ROMSFUN.com,https://romsfun.com/roms/3ds/freakyforms-deluxe-your-creations-alive.html
