name,console,genre,region,publisher,views,download,released,rate,site,link
Gundam Side Story 0079: Rise From the Ashes,Sega Dreamcast,shooter,None,Bandai,"1,144",999,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/gundam-side-story-0079-rise-from-the-ashes.html
Looney Tunes: Space Race,Sega Dreamcast,racing,None,Infogrames,"1,046",992,None,4/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/looney-tunes-space-race.html
Space Channel 5,Sega Dreamcast,music,None,SEGA,999,975,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/space-channel-5.html
Kidou Senshi Gundam: Renpou vs. Zeon &amp; DX,Sega Dreamcast,action,None,Bandai,"1,072",969,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/kidou-senshi-gundam-renpou-vs-zeon-dx.html
Daytona USA,Sega Dreamcast,racing,Europe,SEGA,"1,501",962,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/daytona-usa-2.html
Ready 2 Rumble Boxing,Sega Dreamcast,"fighting,sports",Japan,Midway,828,960,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/ready-2-rumble-boxing-2.html
Virtua Cop 2,Sega Dreamcast,shooter,None,SEGA,"1,621",944,None,3/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/virtua-cop-2.html
Ghost Blade,Sega Dreamcast,shooter,None,Independent,"1,360",943,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/ghost-blade.html
Blue Stinger,Sega Dreamcast,"action,adventure",None,Activision,980,925,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/blue-stinger.html
Gunbird 2,Sega Dreamcast,shooter,None,Capcom,"1,262",920,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/gunbird-2.html
Tom Clancy's Rainbow Six,Sega Dreamcast,shooter,North America,Inc.,"1,029",918,None,4/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/tom-clancys-rainbow-six-5.html
Phantasy Star Online,Sega Dreamcast,"action,adventure",None,SEGA,"1,075",914,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/phantasy-star-online.html
Jet Grind Radio,Sega Dreamcast,"action,platform",World,SEGA,"1,417",900,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/jet-grind-radio-3.html
F1 World Grand Prix,Sega Dreamcast,racing,None,Ltd.,853,886,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/f1-world-grand-prix-2.html
Sturmwind,Sega Dreamcast,shooter,None,redspotgames,"1,549",884,None,3.5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/sturmwind.html
Virtua Tennis,Sega Dreamcast,sports,Japan,SEGA,"1,098",883,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/virtua-tennis-5.html
Capcom vs. SNK: Millennium Fight 2000 Pro,Sega Dreamcast,fighting,None,Capcom,"1,449",882,None,4.5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/capcom-vs-snk-millennium-fight-2000-pro-2.html
Dynamite Cop,Sega Dreamcast,"action,beat-em-up",Japan,SEGA,"1,259",879,None,3.7/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/dynamite-cop.html
18 Wheeler: American Pro Trucker,Sega Dreamcast,"action,racing",None,Acclaim Entertainment,925,871,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/18-wheeler-american-pro-trucker-2.html
Re-Volt,Sega Dreamcast,racing,None,Acclaim Entertainment,987,846,None,3.5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/re-volt.html
Tony Hawk's Pro Skater 2,Sega Dreamcast,"racing,sports",None,Activision,956,836,None,0/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/tony-hawks-pro-skater-2-5.html
Pier Solar and the Great Architects,Sega Dreamcast,role-playing,None,WaterMelon,"1,745",834,None,3.6/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/pier-solar-and-the-great-architects.html
Choukousenki Kikaioh for Matching Service,Sega Dreamcast,fighting,None,Capcom,"1,665",813,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/choukousenki-kikaioh-for-matching-service.html
Outtrigger,Sega Dreamcast,shooter,None,SEGA,"1,019",806,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/outtrigger.html
Ikaruga,Sega Dreamcast,shooter,None,SEGA,"1,281",800,None,4/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/ikaruga-2.html
The King of Fighters: Dream Match 1999,Sega Dreamcast,fighting,None,SNK,"1,050",795,None,4/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/the-king-of-fighters-dream-match-1999.html
Unreal Tournament,Sega Dreamcast,"action,shooter",None,Inc.,"1,085",791,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/unreal-tournament.html
Ecco the Dolphin: Defender of the Future,Sega Dreamcast,"adventure,puzzle",None,SEGA,890,786,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/ecco-the-dolphin-defender-of-the-future.html
Illbleed,Sega Dreamcast,horror,None,AIA,"1,249",785,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/illbleed.html
Sega Tetris,Sega Dreamcast,puzzle,None,SEGA,"1,431",777,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/sega-tetris.html
