name,console,region,rating,size,link,site
Jojo's Bizarre Adventure,Capcom Play System 3,US English,3.71 (17 votes),8.43 kB,https://www.romsgames.net/capcom-play-system-3-rom-jojos-bizarre-adventure/,https://www.romsgames.net/
Street Fighter III 3rd Strike: Fight for the Future,Capcom Play System 3,US English,4.11 (9 votes),8.37 kB,https://www.romsgames.net/capcom-play-system-3-rom-street-fighter-iii-3rd-strike-fight-for-the-future/,https://www.romsgames.net/
JoJo no Kimyou na Bouken: Mirai e no Isan,Capcom Play System 3,US English,4.50 (6 votes),5.59 kB,https://www.romsgames.net/capcom-play-system-3-rom-jojo-no-kimyou-na-bouken-mirai-e-no-isan/,https://www.romsgames.net/
Red Earth,Capcom Play System 3,US English,2.33 (3 votes),7.18 kB,https://www.romsgames.net/capcom-play-system-3-rom-red-earth/,https://www.romsgames.net/
