name,console,region,rating,size,link,site
Pac-Man (1981) (Atari),Atari 2600,US English,3.97 (71 votes),3.30 kB,https://www.romsgames.net/atari-2006-rom-pac-man-1981-atari/,https://www.romsgames.net/
Mario Bros (1983) (Atari),Atari 2600,US English,3.86 (65 votes),5.23 kB,https://www.romsgames.net/atari-2006-rom-mario-bros-1983-atari/,https://www.romsgames.net/
River Raid (1982) (Activision),Atari 2600,US English,3.72 (50 votes),3.40 kB,https://www.romsgames.net/atari-2006-rom-river-raid-1982-activision/,https://www.romsgames.net/
Pitfall! (1982) (Activision),Atari 2600,US English,3.95 (37 votes),3.18 kB,https://www.romsgames.net/atari-2006-rom-pitfall-1982-activision/,https://www.romsgames.net/
Asteroids (1979) (Atari) (PAL),Atari 2600,US English,4.15 (13 votes),5.59 kB,https://www.romsgames.net/atari-2006-rom-asteroids-1979-atari-pal/,https://www.romsgames.net/
Space Invaders (1978) (Atari),Atari 2600,US English,4.00 (33 votes),3.43 kB,https://www.romsgames.net/atari-2006-rom-space-invaders-1978-atari/,https://www.romsgames.net/
Enduro (1983) (Activision),Atari 2600,US English,3.84 (32 votes),3.37 kB,https://www.romsgames.net/atari-2006-rom-enduro-1983-activision/,https://www.romsgames.net/
Donkey Kong (198x),Atari 2600,US English,4.26 (27 votes),2.95 kB,https://www.romsgames.net/atari-2006-rom-donkey-kong-198x/,https://www.romsgames.net/
Dig Dug (1983) (Atari),Atari 2600,US English,4.25 (8 votes),10.2 kB,https://www.romsgames.net/atari-2006-rom-dig-dug-1983-atari/,https://www.romsgames.net/
E.T. The Extra-Terrestrial (1982) (Atari),Atari 2600,US English,3.05 (21 votes),6.11 kB,https://www.romsgames.net/atari-2006-rom-et-the-extra-terrestrial-1982-atari/,https://www.romsgames.net/
Centipede (1982) (Atari) (PAL),Atari 2600,US English,3.10 (10 votes),5.19 kB,https://www.romsgames.net/atari-2006-rom-centipede-1982-atari-pal/,https://www.romsgames.net/
Defender (1981) (Atari),Atari 2600,US English,3.71 (7 votes),3.46 kB,https://www.romsgames.net/atari-2006-rom-defender-1981-atari/,https://www.romsgames.net/
Seaquest (1983) (Activision),Atari 2600,US English,3.57 (7 votes),3.27 kB,https://www.romsgames.net/atari-2006-rom-seaquest-1983-activision/,https://www.romsgames.net/
Combat (1977) (Atari),Atari 2600,US English,3.87 (15 votes),1.92 kB,https://www.romsgames.net/atari-2006-rom-combat-1977-atari/,https://www.romsgames.net/
Frogger (Official Version By Sega) (1982) (Starpath),Atari 2600,US English,3.60 (10 votes),4.81 kB,https://www.romsgames.net/atari-2600-rom-frogger-official-version-by-sega-1982-starpath/,https://www.romsgames.net/
Adventure (1978) (Atari),Atari 2600,US English,3.57 (7 votes),3.18 kB,https://www.romsgames.net/atari-2006-rom-adventure-1978-atari/,https://www.romsgames.net/
